Address,Phone,Rating,City,Image,Name,Location
No 68 1st Floor, 3rd Cross Street,Teachers Colony, Adyar, Chennai - 600020, Near By Nalli Silks,08045775442,4.6,Chennai,https://content.jdmagicbox.com/comp/chennai/z4/044pxx44.xx44.210204151153.b8z4/catalogue/-7y2hhvdh7s.jpg?clr=#4b3b1b,Lovely Pink Elite Unisex Salon in Adyar, Chennai,Adyar
No 305, Rajiv Gandhi Salai, Sholinganallur, Chennai - 600119, Near Ponnuswamy Hotel,07947267065,4.1,Chennai,https://content.jdmagicbox.com/comp/chennai/f9/044pxx44.xx44.181109194504.d8f9/catalogue/kairos-makeup-studio-and-spa-sholinganallur-chennai-beauty-spas-2zep49j8uk.jpg?clr=#4c381a,Kairos Makeup Studio &amp; Spa in Sholinganallur, Chennai,Sholinganallur
No 96, 1st Floor, S R Plaza, Velacherry Tambaram Main Road, Sembakkam, Chennai - 600073, Opposite to Iraivi,919840505805,4.5,Chennai,https://content.jdmagicbox.com/comp/chennai/t9/044pxx44.xx44.200924132014.n9t9/catalogue/mojo-wellness-spa-and-salon-sembakkam-chennai-body-massage-centres-uie7veu6vv.jpg?clr=#29293d,Mojo Wellness Spa And Salon in Sembakkam, Chennai,Sembakkam
No 2/28A, 2nd Floor, Shankar Nagar, Mugalivakkam, Ramapuram, Chennai - 600089, Dlf Opposite and Near By Salem RR Biryani,08045782665,5.0,Chennai,https://content.jdmagicbox.com/comp/def_content/body_massage_centres/default-body-massage-centres-3.jpg?clr=#4c1a2e,Beautiful 7 Colours Salon &amp; Spa in Ramapuram, Chennai,Ramapuram
No 28/118, G N Chetty Road, T Nagar, Chennai - 600017, Next to Dominas Pizza,07947313862,4.9,Chennai,https://content.jdmagicbox.com/comp/chennai/k3/044pxx44.xx44.210210190922.t5k3/catalogue/-an1nxrcryo.jpg?clr=#444422,Face 3 Unisex Salon Makeup Studio &amp; Academy in T Nagar, Chennai,T Nagar
No.516, 1st Floor, M.T.H Road, Ambattur, Chennai - 600053, Above Sri Bhavan Hotel,07947346698,4.6,Chennai,https://content.jdmagicbox.com/comp/chennai/n5/044pxx44.xx44.210317115831.s2n5/catalogue/nyra-salon-and-spa-ambattur-chennai-body-massage-centres-0frpi4rltt.jpg?clr=#281d49,NYRA Salon &amp; Spa in Ambattur, Chennai,Ambattur
No 26/1, Thiruverkadu Road, Ayapakkam, Ambattur, Ayapakkam, Chennai - 600077, Near ICF Colony Church,08045782927,4.4,Chennai,https://content.jdmagicbox.com/comp/chennai/r8/044pxx44.xx44.181205180150.w7r8/catalogue/xsalonce-unisex-saloon-and-spa-ayapakkam-chennai-beauty-salons-1twonnjiok.jpg?clr=#442d22,Xsalonce Unisex Saloon Spa in Ayapakkam, Chennai,Ayapakkam
No 1/28, MG Road Malaviya Avenue3rd Street, Thiruvanmiyur, Chennai - 600041, Opposite to Bata Show Room and AtoB Restaurant,07947479647,4.5,Chennai,https://content.jdmagicbox.com/comp/chennai/n4/044pxx44.xx44.200125141508.l9n4/catalogue/lakme-salon-chennai-lj0dgrjhed.jpg?clr=#1a4d1a,Lakme Salon in Thiruvanmiyur, Chennai,Thiruvanmiyur
No A-5 2nd Main Road, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai - 600041, Near Palamuthir Cholai,08045783967,3.9,Chennai,https://content.jdmagicbox.com/comp/chennai/77/044p7302377/catalogue/lavion-unisex-salon-and-spa-thiruvanmiyur-chennai-beauty-parlours-zfvrveuebt.jpg?clr=#392d39,Lavion Unisex Saloon in Thiruvanmiyur, Chennai,Thiruvanmiyur
No 38 First Floor, 4th Main Road, Kotturpuram, Chennai - 600085, Above Nilgiris Super Market,08045781966,3.8,Chennai,https://content.jdmagicbox.com/comp/chennai/b1/044pxx44.xx44.131119123123.v7b1/catalogue/naturals-indias-no-1-hair-and-beauty-salon-kotturpuram-chennai-beauty-parlours-oajgt6k6db.jpg?clr=#143352,Naturals Indias No 1 Hair And Beauty Salon in Kotturpuram, Chennai,Kotturpuram
No 68 1st Floor, 3rd Cross Street,Teachers Colony, Adyar, Chennai - 600020, Near By Nalli Silks,08045775442,4.6,Chennai,https://content.jdmagicbox.com/comp/chennai/z4/044pxx44.xx44.210204151153.b8z4/catalogue/-7y2hhvdh7s.jpg?clr=#4b3b1b,Lovely Pink Elite Unisex Salon in Adyar, Chennai,Adyar
No 1, 4th Lane 1st Main Road Sastri Nagar, Adyar, Chennai - 600020, Behind BSNL Office,07947446716,3.8,Chennai,https://content.jdmagicbox.com/comp/chennai/h7/044pxx44.xx44.151216162038.d3h7/catalogue/envy-luxury-spa-adyar-chennai-body-massage-centres-sqwy7bmpbj.jpg?clr=#f2757,Envy Luxury Spa in Adyar, Chennai,Adyar
3PC-18B, Mogapair West Main Road, Mogappair West, Chennai - 600037,07947082729,3.5,Chennai,https://content.jdmagicbox.com/comp/def_content/beauty_spas/default-beauty-spas-68.jpg?clr=#3e2828,Lavender Luxury Saloon in Mogappair West, Chennai,Mogappair West
